transaction_id,client_id,transaction_date,product_type,amount,revenue,status
273,66,2024-03-25,credit,53858.4,2692.92,success
274,603,2024-09-13,investment,63441.3,1268.83,success
275,1188,2024-10-18,card,3987.2,39.87,success
276,1995,2024-05-03,card,3114.93,31.15,success
277,1135,2024-10-26,card,2223.57,22.24,success
278,338,2024-03-18,credit,61194.96,0.0,declined
279,123,2024-12-10,credit,93949.67,4697.48,success
280,1729,2024-07-06,credit,74039.33,0.0,declined
281,447,2024-11-08,card,5561.32,55.61,success
282,611,2023-11-19,credit,68334.13,3416.71,success
283,1315,2024-03-23,investment,101924.97,2038.5,success
284,671,2023-08-30,card,5012.58,0.0,declined
285,1436,2024-11-04,credit,50594.78,0.0,declined
286,615,2024-10-25,card,3098.37,30.98,success
287,897,2024-10-27,card,4382.71,0.0,declined
288,281,2023-05-28,card,2587.84,25.88,success
289,1067,2024-05-17,credit,68726.92,5154.52,success
290,1510,2024-12-21,card,2120.85,0.0,declined
291,596,2024-12-17,investment,101133.56,3034.01,success
292,1987,2024-04-10,credit,57419.82,2870.99,success
293,703,2024-09-14,card,1777.84,17.78,success
294,1075,2024-11-14,card,6254.49,93.82,success
295,1922,2024-04-10,investment,90765.5,1815.31,success
296,210,2023-11-11,credit,113002.49,8475.19,success
297,126,2024-10-24,investment,56575.85,1131.52,success
298,492,2024-08-31,investment,65351.79,1307.04,success
299,1533,2024-07-03,card,5155.31,77.33,success
300,960,2024-07-31,card,3254.43,0.0,declined
301,970,2024-10-10,investment,95349.99,1907.0,success
302,581,2024-11-13,card,7925.76,118.89,success
303,777,2024-06-07,card,2731.34,27.31,success
304,258,2024-10-03,card,2856.89,28.57,success
305,1954,2024-10-22,card,3897.69,58.47,success
306,1212,2024-08-04,credit,25073.19,1253.66,success
307,230,2023-08-04,card,960.22,9.6,success
308,189,2023-12-02,credit,48193.35,2409.67,success
309,1439,2024-04-06,card,5950.87,89.26,success
310,10,2024-12-02,card,3099.21,30.99,success
311,1138,2023-07-02,investment,202740.0,6082.2,success
312,1100,2023-03-06,card,6335.6,95.03,success
313,676,2024-04-18,credit,21668.8,1625.16,success
314,502,2024-12-14,card,2638.27,26.38,success
315,85,2024-03-27,card,4702.03,47.02,success
316,49,2023-12-18,card,6309.93,94.65,success
317,1519,2024-12-28,card,6911.33,103.67,success
318,838,2024-07-21,card,2509.29,25.09,success
319,1008,2024-04-20,card,3576.26,35.76,success
320,689,2024-07-24,card,130.64,1.96,success
321,387,2024-11-15,card,100.0,0.0,declined
322,970,2024-11-26,credit,28873.84,1443.69,success
323,1413,2024-09-17,investment,149338.64,2986.77,success
324,1006,2024-08-06,credit,54261.3,0.0,declined
325,218,2024-10-18,investment,63118.54,1262.37,success
326,1725,2024-06-14,investment,82941.61,2488.25,success
327,1005,2024-10-07,credit,10726.6,536.33,success
328,1370,2024-12-14,investment,80923.57,2427.71,success
329,1254,2024-11-13,credit,24194.69,1209.73,success
330,255,2024-11-16,credit,107951.79,8096.38,success
331,236,2024-12-06,card,2810.12,42.15,success
332,1050,2023-05-13,card,2014.31,30.21,success
333,1608,2024-11-09,card,3232.72,32.33,success
334,1285,2023-06-27,card,3458.48,34.58,success
335,1790,2024-12-15,card,3390.98,33.91,success
336,271,2024-03-17,card,4976.31,49.76,success
337,123,2024-10-04,card,6171.9,61.72,success
338,656,2024-04-05,card,4494.18,44.94,success
339,1281,2024-09-20,credit,92206.85,4610.34,success
340,1680,2024-08-10,credit,37503.78,1875.19,success
341,1445,2024-04-04,credit,48166.44,2408.32,success
342,259,2024-07-12,card,3827.14,38.27,success
343,948,2024-08-15,credit,41604.93,2080.25,success
344,47,2024-11-15,credit,35766.67,1788.33,success
345,863,2024-03-17,card,2621.78,26.22,success
346,525,2024-10-01,card,1946.04,0.0,declined
347,888,2023-12-12,credit,36839.09,1841.95,success
348,208,2024-12-07,card,3220.7,48.31,success
349,1335,2024-11-21,investment,94056.79,1881.14,success
350,747,2024-11-29,card,2191.54,21.92,success
351,149,2024-07-02,investment,61821.63,1236.43,success
352,1858,2024-12-27,credit,46856.82,2342.84,success
353,438,2024-10-23,card,2775.09,0.0,declined
354,155,2024-07-23,credit,30527.63,1526.38,success
355,1702,2024-09-19,card,3137.25,31.37,success
356,1114,2024-10-02,card,3874.15,38.74,success
357,1722,2023-11-24,card,3435.8,34.36,success
358,1854,2024-01-07,card,2242.05,22.42,success
359,358,2024-12-18,investment,49072.68,981.45,success
360,1198,2024-10-23,investment,91335.43,1826.71,success
361,1241,2024-02-26,credit,60222.21,3011.11,success
362,1931,2023-08-22,card,2889.61,28.9,success
363,456,2024-10-18,credit,31309.79,1565.49,success
364,776,2023-10-13,card,7946.18,119.19,success
365,1633,2024-12-23,credit,30692.11,1534.61,success
366,629,2024-01-01,card,2074.04,20.74,success
367,1223,2023-07-22,card,1449.47,14.49,success
368,832,2023-03-07,card,1427.79,14.28,success
369,486,2024-10-21,credit,45564.77,2278.24,success
370,533,2024-10-17,card,3441.54,34.42,success
371,200,2024-10-24,card,4381.07,43.81,success
372,371,2024-09-17,credit,55755.39,2787.77,success
373,1014,2024-07-06,credit,46822.69,2341.13,success
374,1983,2024-12-18,card,4578.87,45.79,success
375,853,2024-06-18,card,1822.34,0.0,declined
376,1472,2023-11-30,card,3172.34,31.72,success
377,248,2024-10-19,investment,63479.36,1269.59,success
378,788,2024-12-16,card,3411.85,34.12,success
379,264,2023-11-01,card,505.17,5.05,success
380,1082,2024-10-31,credit,53493.02,2674.65,success
381,1326,2024-04-06,investment,137495.41,4124.86,success
382,31,2024-01-17,credit,25552.74,1277.64,success
383,1522,2024-08-13,card,2458.56,24.59,success
384,1273,2023-11-24,credit,2607.72,130.39,success
385,605,2023-06-25,card,145.29,1.45,success
386,1801,2024-11-18,credit,60808.48,3040.42,success
387,1295,2024-11-27,card,2194.25,21.94,success
388,1630,2024-08-30,investment,35485.82,709.72,success
389,1690,2024-03-14,card,2524.22,25.24,success
390,1418,2024-07-25,card,2204.52,22.05,success
391,1821,2024-11-08,credit,8166.96,408.35,success
392,502,2024-12-08,card,5777.41,57.77,success
393,1616,2024-08-02,card,2511.37,25.11,success
394,1828,2024-12-19,card,2183.48,32.75,success
395,1108,2024-03-31,card,1983.8,0.0,declined
396,1389,2024-09-23,credit,119167.38,8937.55,success
397,886,2024-01-04,card,5198.9,51.99,success
398,549,2024-12-01,credit,95483.91,4774.2,success
399,1366,2024-10-05,card,1674.5,16.75,success
400,839,2024-12-15,credit,55756.63,2787.83,success
401,1431,2024-05-10,card,1363.87,20.46,success
402,1449,2023-06-02,card,2939.19,0.0,declined
403,1768,2024-06-01,card,4180.8,41.81,success
404,1117,2024-11-30,credit,79384.01,3969.2,success
405,848,2024-12-30,card,5878.38,58.78,success
406,614,2023-06-23,credit,14868.61,743.43,success
407,412,2024-12-28,card,182.69,0.0,declined
408,432,2024-12-06,credit,2177.41,108.87,success
409,678,2023-11-06,credit,13683.1,1026.23,success
410,159,2024-10-31,investment,75443.91,1508.88,success
411,14,2023-10-07,card,1281.63,12.82,success
412,373,2024-12-15,card,4349.68,43.5,success
413,225,2024-12-21,card,4419.83,44.2,success
414,1529,2024-01-06,card,4231.36,42.31,success
415,1097,2024-03-20,card,5273.22,52.73,success
416,1273,2024-06-08,credit,47394.28,2369.71,success
417,511,2024-04-24,investment,88158.22,1763.16,success
418,603,2023-11-08,card,2922.12,29.22,success
419,216,2024-11-21,credit,92494.81,6937.11,success
420,1997,2024-07-23,card,7514.26,112.71,success
421,1626,2024-02-08,card,1323.18,13.23,success
422,1565,2024-12-07,credit,53455.58,2672.78,success
423,1971,2024-11-07,card,2552.9,38.29,success
424,1841,2024-09-13,card,4713.62,47.14,success
425,1963,2024-10-31,investment,90329.98,2709.9,success
426,988,2024-11-10,credit,51800.83,2590.04,success
427,1244,2024-03-09,credit,88016.64,0.0,declined
428,840,2024-07-06,card,3511.3,35.11,success
429,727,2024-11-01,card,100.0,1.0,success
430,1245,2023-06-29,card,3213.29,32.13,success
431,1413,2024-09-24,credit,64387.01,3219.35,success
432,554,2024-09-17,card,3105.39,31.05,success
433,1671,2024-12-23,card,3133.53,47.0,success
434,1066,2024-10-10,card,5842.46,87.64,success
435,676,2024-03-15,card,4221.46,63.32,success
436,873,2024-11-09,credit,96494.08,7237.06,success
437,283,2024-08-22,investment,17481.78,0.0,declined
438,1082,2024-04-17,card,3017.81,30.18,success
439,1838,2024-07-31,card,1872.52,18.73,success
440,834,2023-03-05,card,2691.08,26.91,success
441,537,2024-05-09,credit,85830.6,4291.53,success
442,1097,2024-03-30,card,4733.0,47.33,success
443,1909,2024-06-18,credit,91155.88,6836.69,success
444,923,2024-09-15,card,1151.62,0.0,declined
445,1153,2024-10-08,credit,22544.18,1127.21,success
446,1623,2024-06-25,credit,65038.43,3251.92,success
447,842,2024-01-08,card,2547.95,25.48,success
448,1450,2023-07-31,card,2525.15,37.88,success
449,948,2024-05-16,credit,94616.37,4730.82,success
450,665,2024-01-24,credit,52723.92,2636.2,success
451,1718,2024-11-21,investment,49456.44,989.13,success
452,1149,2024-11-17,investment,55350.28,1107.01,success
453,67,2024-08-09,card,1259.95,12.6,success
454,6,2024-12-06,card,819.98,8.2,success
455,637,2023-06-04,card,1516.27,15.16,success
456,314,2024-11-20,card,2379.28,23.79,success
457,1350,2023-07-10,credit,46066.57,3454.99,success
458,565,2023-08-23,credit,89457.78,6709.33,success
459,1602,2023-10-26,card,1571.54,15.72,success
460,826,2024-10-17,card,3416.54,34.17,success
461,506,2024-12-05,credit,5036.25,377.72,success
462,1106,2024-06-18,credit,50411.8,0.0,declined
463,1623,2024-06-20,credit,62106.97,3105.35,success
464,1026,2024-09-30,investment,67358.0,1347.16,success
465,204,2024-10-24,card,3720.55,37.21,success
466,662,2024-12-19,credit,59660.53,2983.03,success
467,805,2023-07-20,credit,101409.48,0.0,declined
468,404,2024-08-07,card,1682.66,16.83,success
469,1127,2024-12-02,card,3072.37,30.72,success
470,536,2024-12-13,card,2678.81,0.0,declined
471,1392,2024-07-24,credit,51049.23,0.0,declined
472,1236,2023-03-30,card,2954.42,29.54,success
473,577,2024-05-03,credit,25081.8,1254.09,success
474,1985,2024-09-07,card,2688.9,26.89,success
475,1233,2024-03-28,card,1689.03,16.89,success
476,763,2024-07-17,card,2846.83,28.47,success
477,1921,2024-11-30,card,4880.84,0.0,declined
478,117,2024-01-03,card,2402.11,24.02,success
479,628,2023-10-26,investment,98364.7,1967.29,success
480,749,2024-12-19,card,1651.69,16.52,success
481,1502,2024-12-14,card,3659.35,0.0,declined
482,105,2024-12-27,card,2927.69,29.28,success
483,495,2023-12-28,credit,43393.02,2169.65,success
484,1795,2024-01-13,credit,50953.99,0.0,declined
485,46,2024-12-24,credit,38493.25,1924.66,success
486,823,2024-12-24,investment,134616.86,4038.51,success
487,1355,2024-10-15,credit,72141.26,5410.59,success
488,1240,2024-09-25,card,5874.82,0.0,declined
489,982,2024-11-09,investment,84038.54,1680.77,success
490,960,2024-05-29,card,3589.8,35.9,success
491,1516,2023-07-15,credit,31063.23,1553.16,success
492,1837,2024-01-25,card,2353.62,23.54,success
493,1946,2024-09-02,credit,52206.71,2610.34,success
494,845,2023-08-29,card,4661.73,46.62,success
495,449,2024-07-23,card,2540.59,25.41,success
496,536,2024-12-14,card,5096.13,0.0,declined
497,511,2024-07-26,credit,41749.48,2087.47,success
498,1482,2023-12-04,credit,146500.71,10987.55,success
499,1571,2024-01-19,credit,10502.1,525.11,success
500,1560,2024-03-31,credit,63322.02,4749.15,success
501,540,2024-12-05,credit,48620.58,0.0,declined
502,1508,2024-07-30,credit,68587.38,3429.37,success
503,2000,2024-08-29,card,5588.65,83.83,success
504,16,2024-08-03,credit,136705.91,10252.94,success
505,1595,2024-07-20,card,3798.22,56.97,success
506,243,2024-08-01,card,5103.87,51.04,success
507,1974,2024-02-24,credit,101597.79,7619.83,success
508,1231,2024-03-24,investment,56735.52,1134.71,success
509,912,2024-08-03,card,3429.41,34.29,success
510,1295,2024-01-08,card,1732.89,0.0,declined
511,761,2024-06-01,card,3690.03,36.9,success
512,1803,2023-08-12,card,3377.13,33.77,success
513,705,2024-12-19,card,3672.48,36.72,success
514,1871,2024-09-29,investment,46746.73,934.93,success
515,1754,2023-12-16,credit,30206.81,0.0,declined
516,115,2024-12-10,investment,93817.0,2814.51,success
517,1604,2024-12-19,card,6393.85,63.94,success
518,1323,2023-07-14,credit,56564.45,4242.33,success
519,1861,2024-12-06,credit,38226.17,1911.31,success
520,1507,2024-06-29,credit,60704.01,4552.8,success
521,397,2024-07-17,card,804.29,8.04,success
522,394,2024-04-19,credit,55797.44,2789.87,success
523,1099,2024-10-22,investment,83972.75,1679.45,success
524,978,2024-05-22,investment,63779.62,1275.59,success
525,1506,2024-10-06,credit,32423.71,0.0,declined
526,1127,2024-11-29,card,2881.84,28.82,success
527,297,2024-05-08,card,3084.67,46.27,success
528,1002,2024-07-31,card,2295.06,22.95,success
529,178,2023-10-14,credit,39148.29,1957.41,success
530,1239,2024-07-16,credit,1533.78,76.69,success
531,967,2024-11-17,card,100.0,1.0,success
532,315,2023-06-01,credit,44128.66,0.0,declined
533,1063,2024-01-30,card,3929.61,39.3,success
534,259,2024-09-14,credit,45030.43,2251.52,success
535,1740,2023-12-07,card,4042.1,40.42,success
536,7,2024-06-14,card,3073.48,0.0,declined
537,49,2023-12-12,credit,141542.35,10615.68,success
538,1562,2024-12-02,card,5030.93,50.31,success
539,161,2024-12-09,card,1306.56,13.07,success
540,1893,2024-10-09,card,6589.52,65.9,success
541,176,2024-06-16,card,3698.63,55.48,success
542,1615,2024-11-07,card,1151.46,11.51,success
543,1026,2024-02-17,card,1194.88,11.95,success
544,1001,2024-01-13,card,7737.74,116.07,success
545,1919,2024-09-30,credit,60679.65,3033.98,success
546,455,2024-12-22,credit,3776.72,188.84,success
547,1952,2024-11-17,credit,40220.69,2011.03,success
548,1668,2024-09-25,credit,55862.41,2793.12,success
549,276,2024-10-28,card,5237.91,52.38,success
